vendor_id,vendor_name,registration_date,address,bank_account_number,director_name,employee_count,is_shell_gt,cartel_group,shared_address_count,shared_bank_account_count
V-0453,Elite Works Pvt Ltd,2010-05-09,"175 Sector 12, City-38",AC9504916685,Kavita Singh,2,False,,0,0
V-0454,Silver Enterprises Co,2017-03-19,"167 Old Market, City-7",AC8825529426,Sanjay Patel,21,False,,0,0
V-0455,Vista Services Co,2014-02-07,"168 New Town, City-4",AC1388836304,Sanjay Sharma,14,False,,0,0
V-0456,National Supplies Co,2021-12-24,"316 Harbour Rd, City-29",AC1840381733,Vikram Patel,1,False,,0,0
V-0457,Vista Solutions Co,2017-10-16,"66 Ring Road, City-4",AC1228180081,Suresh Singh,1,False,,0,0
V-0458,Delta Works Co,2007-06-18,"321 Station Road, City-25",AC7038864267,Anita Mehta,18,False,,0,0
V-0459,Prime Group Pvt Ltd,2019-11-11,"74 New Town, City-28",AC1583152392,Sanjay Rao,1,False,,0,0
V-0460,Coastal Works Co,2024-04-17,"197 Station Road, City-15",AC6092933720,Kavita Sharma,25,False,,0,0
V-0461,National Enterprises Ltd,2017-12-18,"18 MG Road, City-37",AC2583033048,Kavita Iyer,18,False,,0,0
V-0462,Coastal Associates Ltd,2020-06-27,"239 Old Market, City-6",AC3620233330,Priya Iyer,1,False,,0,0
V-0463,Vista Infra Ltd,2019-02-23,"274 MG Road, City-31",AC9186444252,Kavita Singh,1,False,,0,0
V-0464,Apex Industries Ltd,2014-06-11,"373 Harbour Rd, City-17",AC9853721863,Rohit Gupta,64,False,,0,0
V-0465,Elite Tech LLP,2017-11-06,"259 Park Street, City-18",AC2082550715,Kavita Patel,1,True,,0,0
V-0466,Vista Builders LLP,2024-03-29,"338 New Town, City-24",AC4469649363,Neha Mehta,7,False,,0,0
V-0467,Apex Systems Pvt Ltd,2015-11-17,"75 Harbour Rd, City-10",AC8892492961,Anita Rao,6,False,,0,0
V-0468,Pioneer Works Co,2010-05-04,"155 New Town, City-35",AC6298534979,Anita Iyer,25,False,,0,0
V-0469,Crown Group Ltd,2010-11-22,"272 MG Road, City-7",AC8032683189,Anita Patel,44,False,,0,0
V-0470,Summit Group Co,2012-07-07,"237 Sector 12, City-38",AC4309260670,Suresh Singh,64,False,,0,0
V-0471,Pioneer Systems LLP,2020-03-14,"372 Ring Road, City-17",AC1829270292,Rahul Verma,20,False,,0,0
V-0472,Silver Tech LLP,2006-04-11,"193 Harbour Rd, City-12",AC4848297723,Sanjay Patel,7,False,,0,0
V-0473,Pioneer Contractors Ltd,2011-08-11,"394 Civil Lines, City-21",AC2105252271,Amit Patel,1,False,,0,0
V-0474,Apex Supplies Ltd,2022-06-07,"92 New Town, City-5",AC4988247780,Kavita Rao,22,False,,0,0
V-0475,National Services Co,2009-01-01,"112 Harbour Rd, City-7",AC9214594061,Neha Verma,12,False,,0,0
V-0476,Summit Services Co,2005-10-13,"10 New Town, City-10",AC9752437379,Anita Patel,8,False,,0,0
V-0477,Regal Infra Co,2008-05-26,"245 Civil Lines, City-26",AC4373188745,Suresh Mehta,35,False,,0,0
V-0478,Elite Tech Ltd,2005-01-28,"171 Ring Road, City-26",AC9826993893,Amit Singh,1,False,,0,0
V-0479,Pioneer Services Ltd,2016-12-28,"332 Sector 12, City-12",AC3381454037,Anita Mehta,10,False,,0,0
V-0480,Vertex Logistics Pvt Ltd,2011-09-15,"324 New Town, City-13",AC1601050402,Priya Sharma,1,False,,0,0
V-0481,Crown Tech Ltd,2021-02-22,"256 Old Market, City-29",AC1070516000,Vikram Sharma,9,False,,0,0
V-0482,National Builders LLP,2012-07-29,"37 MG Road, City-10",AC5376842282,Kavita Sharma,1,False,CARTEL-03,0,0
V-0483,Pioneer Enterprises LLP,2010-06-12,"303 Park Street, City-7",AC5785365297,Kavita Mehta,1,False,,0,0
V-0484,Regal Solutions LLP,2006-06-01,"165 Sector 12, City-3",AC3547281761,Vikram Verma,1,False,,0,0
V-0485,Metro Industries Ltd,2007-09-17,"284 Industrial Ave, City-29",AC3499610004,Sanjay Verma,15,False,,0,0
V-0486,Metro Contractors Pvt Ltd,2022-09-29,"362 Harbour Rd, City-19",AC8613098877,Sanjay Mehta,20,False,,0,0
V-0487,Horizon Traders LLP,2008-03-18,"313 MG Road, City-39",AC5081499111,Neha Singh,13,False,,0,0
V-0488,Pioneer Services LLP,2014-05-24,"142 MG Road, City-13",AC9209762858,Rohit Gupta,0,True,,0,0
V-0489,Global Traders Co,2020-01-12,"129 Station Road, City-40",AC7650622478,Rahul Verma,49,False,CARTEL-11,0,0
V-0490,Metro Services Pvt Ltd,2021-08-10,"249 Old Market, City-8",AC7785025154,Anita Mehta,2,True,,0,0
V-0491,Silver Systems LLP,2020-03-07,"51 Sector 12, City-27",AC4736133245,Anita Mehta,7,False,,0,0
V-0492,Horizon Builders LLP,2006-08-26,"313 New Town, City-12",AC6958538302,Sanjay Iyer,5,False,,0,0
V-0493,Union Infra Pvt Ltd,2021-02-22,"144 Industrial Ave, City-8",AC8952782076,Rohit Rao,30,False,,0,0
V-0494,Prime Works Co,2008-11-03,"111 Harbour Rd, City-31",AC8889807790,Neha Sharma,3,False,,0,0
V-0495,Delta Systems Co,2021-05-17,"297 Sector 12, City-38",AC5064122912,Kavita Sharma,49,False,,0,0
V-0496,Coastal Infra Co,2014-05-16,"363 Industrial Ave, City-11",AC5715870675,Rohit Mehta,1,False,CARTEL-15,2,0
V-0497,Vertex Supplies LLP,2006-11-12,"348 Old Market, City-8",AC2323202998,Rohit Sharma,52,False,CARTEL-23,1,0
V-0498,Crown Builders Ltd,2015-03-16,"321 New Town, City-1",AC5598615444,Vikram Sharma,1,False,,0,0
V-0499,Vista Solutions LLP,2011-08-27,"351 Park Street, City-40",AC9078177421,Rahul Singh,33,False,,0,0
